person_age,sex,education,married,person_income,person_home_ownership,has_car,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,itd,term,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,verification_status,loan_status
30,Male,PHD,0,130000,MORTGAGE,0,14.0,VENTURE,B,7000,9.91,50.690824960682114,36 months,0.05,N,9,1,0
28,Male,Post PHD,1,30000,MORTGAGE,0,4.0,HOMEIMPROVEMENT,A,3000,6.76,28.100412139378047,36 months,0.1,N,9,1,0
32,Male,Master,1,33600,OWN,1,0.0,VENTURE,D,8000,16.02,10.860196517841748,36 months,0.24,N,8,1,0
28,Male,Bachelor,0,82000,MORTGAGE,0,0.0,MEDICAL,C,15000,12.98,24.193072520210066,60 months,0.18,Y,8,1,0
33,Female,Others,0,50800,RENT,1,16.0,VENTURE,E,10000,16.4,13.09278350515464,36 months,0.2,Y,10,1,0
32,Male,Others,0,25000,RENT,0,1.0,MEDICAL,A,10000,8.49,6.913079546501982,36 months,0.4,N,10,1,1
27,Male,Bachelor,1,30996,RENT,0,4.0,DEBTCONSOLIDATION,D,5775,14.91,14.012547369087269,36 months,0.19,N,10,1,1
32,Male,Master,0,19000,RENT,1,1.0,VENTURE,A,8325,6.62,6.421728425104901,36 months,0.44,N,10,1,1
29,Female,Others,1,50000,OWN,1,8.0,VENTURE,B,9725,12.12,13.756836001089544,36 months,0.19,N,7,1,0
34,Male,PHD,1,98000,OWN,1,19.0,MEDICAL,B,16000,10.99,16.55554554464366,36 months,0.16,N,10,1,0
27,Female,Post PHD,0,75400,MORTGAGE,1,3.0,PERSONAL,A,6000,7.74,58.31941092754161,60 months,0.08,N,7,0,0
28,Male,PHD,1,36000,RENT,1,0.0,MEDICAL,B,10000,11.11,9.72009720097201,36 months,0.28,N,8,1,0
31,Female,Post PHD,0,56400,RENT,0,1.0,VENTURE,B,7500,11.48,20.236813778256188,36 months,0.13,N,6,0,0
34,Female,Secondary,1,92500,RENT,0,4.0,DEBTCONSOLIDATION,A,13050,7.66,19.751409823603893,36 months,0.14,N,6,1,0
27,Male,Others,0,124100,RENT,1,3.0,MEDICAL,C,10175,12.99,53.97185678626514,60 months,0.07,N,6,1,1
34,Female,Others,0,48000,MORTGAGE,1,7.0,EDUCATION,B,8400,11.71,25.57642876325179,60 months,0.17,N,10,1,0
28,Female,Master,1,108000,MORTGAGE,1,6.0,PERSONAL,B,27400,10.99,17.756580950608424,60 months,0.25,N,8,1,0
27,Male,Post PHD,0,91800,MORTGAGE,1,11.0,MEDICAL,E,20000,,,36 months,0.19,Y,9,1,1
32,Female,Master,1,45000,MORTGAGE,0,7.0,EDUCATION,A,4000,7.49,31.39826960647502,36 months,0.09,N,5,1,0
30,Female,Primary,1,45000,RENT,1,11.0,MEDICAL,C,5000,12.73,23.95103344273929,36 months,0.11,Y,8,0,1
34,Female,Others,0,35000,RENT,1,2.0,VENTURE,B,15000,10.99,6.3068744931975855,36 months,0.43,N,5,1,1
30,Female,Primary,1,40000,RENT,0,1.0,DEBTCONSOLIDATION,A,5500,7.74,20.250772060684817,36 months,0.14,N,10,1,0
28,Female,Primary,1,70000,RENT,0,1.0,EDUCATION,A,7800,7.9,41.58646419999524,60 months,0.11,N,8,1,0
30,Male,Primary,1,37600,RENT,0,2.0,EDUCATION,C,15000,13.06,6.651335574031488,36 months,0.4,Y,10,0,1
28,Female,Master,1,48000,RENT,0,5.0,DEBTCONSOLIDATION,B,15000,11.99,14.286989909813375,60 months,0.31,N,10,1,1
35,Male,Secondary,1,30000,RENT,1,0.0,MEDICAL,A,6475,5.42,21.97497928858202,60 months,0.22,N,6,1,0
28,Male,Master,1,35000,RENT,0,0.0,PERSONAL,B,3000,11.11,31.50031500315003,36 months,0.09,N,8,1,1
28,Female,Others,0,46097,MORTGAGE,1,12.0,DEBTCONSOLIDATION,B,6000,10.75,20.811286681715575,36 months,0.13,N,8,1,0
28,Female,PHD,0,44500,MORTGAGE,1,2.0,DEBTCONSOLIDATION,A,10000,8.59,12.29394971912699,36 months,0.22,N,10,1,0
28,Male,Primary,0,112200,RENT,0,11.0,DEBTCONSOLIDATION,C,7000,11.66,43.064404697935046,36 months,0.06,Y,7,1,0
29,Female,Master,0,32000,RENT,1,1.0,PERSONAL,D,6525,16.07,12.675664407823653,36 months,0.2,Y,9,0,1
28,Male,Master,1,50000,RENT,1,4.0,PERSONAL,B,7200,,,36 months,0.14,N,9,1,0
28,Male,Master,0,82000,RENT,1,12.0,VENTURE,G,16750,20.11,12.227597339254935,36 months,0.2,N,6,1,1
28,Male,Bachelor,1,59160,MORTGAGE,0,2.0,PERSONAL,B,23500,,,36 months,0.4,N,6,1,0
27,Female,Primary,1,50000,RENT,1,0.0,EDUCATION,A,8000,7.9,17.377201112140874,36 months,0.16,N,8,1,0
32,Female,Primary,0,18000,OWN,1,0.0,VENTURE,A,4750,7.88,10.538024705813477,36 months,0.26,N,6,1,1
34,Female,Secondary,0,64000,MORTGAGE,1,2.0,MEDICAL,A,8000,6.91,37.41464783462725,60 months,0.13,N,5,1,0
30,Female,Primary,0,83000,MORTGAGE,0,4.0,DEBTCONSOLIDATION,B,20000,11.11,11.20511205112051,36 months,0.24,N,9,0,0
28,Female,Post PHD,1,61000,MORTGAGE,0,12.0,PERSONAL,B,12000,9.99,13.8648968088008,36 months,0.2,N,6,1,0
32,Male,Bachelor,0,105000,RENT,1,15.0,EDUCATION,B,3000,,,60 months,0.03,N,7,1,0
35,Male,PHD,1,100000,MORTGAGE,0,14.0,PERSONAL,A,10000,6.62,28.13731007315701,36 months,0.1,N,8,1,0
32,Male,Primary,1,176000,MORTGAGE,0,15.0,PERSONAL,D,2400,14.42,192.27407795839886,36 months,0.01,Y,10,1,0
28,Male,Secondary,0,55000,MORTGAGE,1,4.0,VENTURE,A,20000,6.62,7.737760270118176,36 months,0.36,N,6,1,0
27,Female,PHD,0,53000,MORTGAGE,0,6.0,PERSONAL,A,5000,,,36 months,0.09,N,5,1,0
27,Male,Primary,1,65000,MORTGAGE,1,11.0,PERSONAL,A,18000,7.51,10.076582023377673,36 months,0.28,N,5,1,0
30,Male,Primary,1,67092,RENT,1,0.0,PERSONAL,C,9000,12.87,19.813945246744048,36 months,0.13,Y,9,0,0
32,Male,Secondary,1,36000,MORTGAGE,1,7.0,PERSONAL,A,2600,7.49,64.40670688507697,60 months,0.07,N,10,1,0
29,Female,Primary,0,127000,MORTGAGE,0,1.0,MEDICAL,B,24250,11.36,14.108602915037329,36 months,0.19,N,10,1,0
35,Male,PHD,0,91000,OWN,1,0.0,MEDICAL,A,10000,8.59,41.900727507136935,60 months,0.11,N,8,1,0
29,Male,Primary,1,60000,RENT,1,2.0,HOMEIMPROVEMENT,A,14000,7.51,11.959020423349322,36 months,0.23,N,5,1,0
29,Female,Primary,0,125000,MORTGAGE,0,0.0,VENTURE,A,10000,5.79,59.07930806314396,60 months,0.08,N,9,1,0
34,Female,Post PHD,1,24000,OWN,1,4.0,VENTURE,C,2400,13.98,26.320407088962973,36 months,0.1,Y,6,0,0
32,Male,Primary,0,71000,MORTGAGE,1,10.0,MEDICAL,A,14000,6.99,14.220287610324064,36 months,0.2,N,5,1,0
30,Female,PHD,1,219300,MORTGAGE,1,7.0,MEDICAL,E,35000,19.69,15.704856593819747,36 months,0.14,N,9,1,1
27,Male,Master,0,26237,RENT,1,0.0,MEDICAL,C,12000,13.22,5.793366896308073,36 months,0.46,N,7,1,1
29,Male,Post PHD,0,74360,OWN,1,7.0,EDUCATION,A,8725,5.99,24.12294396589828,36 months,0.12,N,5,1,0
30,Male,Post PHD,0,38000,OWN,1,0.0,HOMEIMPROVEMENT,B,6000,11.58,17.02814124395053,36 months,0.16,N,8,1,0
28,Female,Others,1,40000,RENT,0,2.0,MEDICAL,B,14000,11.89,7.660585013342185,36 months,0.35,N,8,1,1
33,Female,PHD,1,50000,MORTGAGE,0,7.0,HOMEIMPROVEMENT,B,10000,9.99,13.637603418492592,36 months,0.2,N,7,1,0
30,Female,Bachelor,0,70000,RENT,1,0.0,DEBTCONSOLIDATION,C,15000,13.61,12.322858903265555,36 months,0.21,Y,6,1,0
30,Female,Master,0,96000,MORTGAGE,0,14.0,HOMEIMPROVEMENT,A,6000,5.42,45.532157085941954,36 months,0.06,N,6,0,0
33,Male,Others,1,87000,MORTGAGE,0,17.0,VENTURE,E,9000,17.93,40.98476497357189,60 months,0.1,Y,7,1,0
34,Female,Master,1,70000,MORTGAGE,1,13.0,DEBTCONSOLIDATION,A,20000,6.54,9.855453350854138,36 months,0.29,N,6,1,0
28,Male,Master,1,50000,RENT,1,4.0,PERSONAL,A,15000,7.49,9.303190994511116,36 months,0.3,N,8,1,0
29,Male,Others,0,62400,RENT,1,3.0,HOMEIMPROVEMENT,A,8000,6.62,21.947101857062464,36 months,0.13,N,9,0,0
31,Female,Post PHD,0,24000,RENT,1,0.0,PERSONAL,D,4400,15.62,14.152946171628061,36 months,0.18,N,6,1,1
31,Male,Primary,0,83000,MORTGAGE,0,11.0,MEDICAL,A,7500,,,60 months,0.09,N,10,1,0
28,Male,Master,0,59004,MORTGAGE,1,1.0,DEBTCONSOLIDATION,A,8000,7.37,20.607711651299244,36 months,0.14,N,10,1,1
30,Female,Secondary,1,60000,OWN,1,7.0,DEBTCONSOLIDATION,D,6000,14.84,43.53883664228492,60 months,0.1,Y,5,1,0
28,Male,Primary,1,42000,RENT,0,5.0,PERSONAL,B,4800,12.42,23.349937733499377,36 months,0.11,N,9,1,0
28,Female,PHD,0,115000,RENT,1,0.0,HOMEIMPROVEMENT,A,2850,6.54,113.62176795470938,36 months,0.02,N,7,1,0
34,Male,Primary,0,69000,RENT,1,0.0,EDUCATION,D,12800,15.7,13.977420051858251,36 months,0.19,N,10,1,1
30,Female,Others,1,40000,RENT,1,9.0,MEDICAL,D,9000,16.77,11.418457937255573,36 months,0.23,Y,9,1,0
28,Female,Bachelor,0,53000,RENT,1,0.0,PERSONAL,B,7000,9.88,34.453169691611635,60 months,0.13,N,6,1,0
32,Female,Post PHD,0,47900,RENT,1,2.0,EDUCATION,A,11000,7.51,20.251815898732463,60 months,0.23,N,7,1,0
27,Male,Master,1,60000,MORTGAGE,0,2.0,DEBTCONSOLIDATION,B,15000,11.86,17.879492222420886,60 months,0.25,N,8,1,0
30,Male,Post PHD,0,60000,RENT,0,0.0,MEDICAL,A,8000,7.66,20.899126880921425,36 months,0.13,N,5,1,0
31,Male,Secondary,0,40000,MORTGAGE,1,5.0,PERSONAL,A,14000,6.03,8.083965454520957,36 months,0.35,N,10,0,0
35,Female,Others,1,45000,MORTGAGE,1,16.0,EDUCATION,C,6500,13.98,30.369700487264968,60 months,0.14,Y,10,1,0
30,Female,Secondary,0,85000,RENT,1,5.0,PERSONAL,A,4200,5.99,57.28303209197633,36 months,0.05,N,10,1,0
28,Male,Primary,0,55000,MORTGAGE,1,7.0,PERSONAL,A,8000,,,36 months,0.15,N,9,1,0
27,Female,Master,1,32000,RENT,1,1.0,PERSONAL,A,5800,7.49,25.663975157272052,60 months,0.18,N,7,0,0
34,Female,Master,0,41600,MORTGAGE,1,16.0,DEBTCONSOLIDATION,A,17500,6.17,6.716990271666735,36 months,0.42,N,8,1,0
29,Female,Master,0,95000,MORTGAGE,1,4.0,HOMEIMPROVEMENT,C,2400,13.72,104.42314456559973,36 months,0.03,N,8,1,0
27,Female,Bachelor,1,80000,MORTGAGE,1,5.0,VENTURE,C,35000,,,36 months,0.44,N,8,1,0
29,Male,Primary,0,36000,RENT,0,1.0,VENTURE,B,12000,12.21,8.020675519115942,36 months,0.33,N,10,1,1
28,Male,Secondary,0,39000,RENT,1,3.0,PERSONAL,B,5000,10.25,21.224489795918366,36 months,0.13,N,7,0,0
35,Female,Post PHD,0,20000,RENT,0,1.0,MEDICAL,B,5500,12.69,9.680620205067806,36 months,0.28,N,9,1,0
33,Male,Others,1,35000,MORTGAGE,1,2.0,EDUCATION,A,6000,5.42,27.667109340416108,60 months,0.17,N,10,1,0
30,Female,Post PHD,0,105000,OWN,1,14.0,HOMEIMPROVEMENT,B,15400,11.36,18.36794670846395,36 months,0.15,N,8,0,0
30,Female,Post PHD,1,49000,OWN,1,7.0,HOMEIMPROVEMENT,B,8500,12.18,25.69400018877225,60 months,0.17,N,10,1,0
27,Male,Others,0,60000,RENT,1,11.0,PERSONAL,B,25000,,,60 months,0.42,N,9,1,1
33,Male,Post PHD,1,62000,RENT,1,4.0,EDUCATION,B,8000,11.48,34.759598134194476,60 months,0.13,N,5,1,0
33,Male,Bachelor,1,30000,RENT,1,2.0,MEDICAL,E,6000,19.42,12.56071009881092,36 months,0.2,Y,9,1,1
29,Male,Others,1,32000,MORTGAGE,1,13.0,PERSONAL,A,8000,5.99,18.86970468912161,60 months,0.25,N,6,1,0
27,Male,PHD,1,90000,RENT,0,11.0,PERSONAL,B,16000,8.88,15.498714180749447,36 months,0.18,N,9,0,0
32,Female,Master,1,19200,RENT,1,0.0,VENTURE,B,5000,9.99,17.456132375670517,60 months,0.26,N,6,0,1
32,Female,Primary,0,101000,RENT,0,0.0,DEBTCONSOLIDATION,D,15000,17.58,28.632987469524288,60 months,0.15,Y,5,1,1
29,Male,Master,1,200000,RENT,1,14.0,PERSONAL,B,16000,12.69,33.27713195492058,36 months,0.08,N,7,1,0
32,Female,PHD,1,95200,MORTGAGE,1,15.0,EDUCATION,A,15000,5.99,17.963958864043782,36 months,0.16,N,7,0,0
29,Male,PHD,1,60000,MORTGAGE,1,,PERSONAL,C,14125,13.49,18.714369594763717,60 months,0.24,N,5,1,0
31,Male,Others,0,101000,RENT,0,3.0,DEBTCONSOLIDATION,A,20000,7.9,14.040778498609825,36 months,0.2,N,5,1,0
31,Male,Primary,1,80000,RENT,0,6.0,VENTURE,A,10000,,,36 months,0.13,N,9,1,0
27,Female,Bachelor,0,19498,RENT,1,3.0,HOMEIMPROVEMENT,A,9575,6.62,5.729726076307209,36 months,0.49,N,5,1,1
32,Male,Bachelor,0,31000,RENT,0,2.0,EDUCATION,D,7400,16.77,10.76266812329157,36 months,0.24,N,6,0,1
28,Male,Secondary,1,68000,MORTGAGE,1,7.0,HOMEIMPROVEMENT,B,2500,11.71,121.74380091307852,60 months,0.04,N,8,1,0
29,Male,Others,0,37500,RENT,1,7.0,PERSONAL,B,3300,10.37,51.479733458532046,60 months,0.09,N,5,1,0
29,Female,Bachelor,0,52000,RENT,1,9.0,VENTURE,A,10000,8.0,14.444444444444445,36 months,0.19,N,6,1,0
27,Female,Master,0,90000,MORTGAGE,0,4.0,DEBTCONSOLIDATION,A,15000,,,36 months,0.17,N,6,1,0
32,Female,PHD,0,84996,MORTGAGE,1,4.0,PERSONAL,A,9000,9.32,25.9165751920966,36 months,0.11,N,10,1,0
34,Female,Primary,1,90000,MORTGAGE,0,5.0,HOMEIMPROVEMENT,B,24250,10.62,10.065106326664887,36 months,0.27,N,6,1,0
32,Female,Master,1,32004,RENT,0,1.0,DEBTCONSOLIDATION,D,3400,,,36 months,0.11,N,7,0,1
33,Female,Others,0,36500,MORTGAGE,0,1.0,VENTURE,B,10000,9.33,16.692582090917405,60 months,0.27,N,6,1,0
34,Male,Master,1,26400,MORTGAGE,1,0.0,DEBTCONSOLIDATION,B,3600,9.88,20.021842009464873,36 months,0.14,N,5,0,0
29,Female,Post PHD,1,45000,RENT,0,0.0,MEDICAL,C,12000,12.99,16.594388883972034,60 months,0.27,N,8,1,0
32,Male,Primary,1,48000,MORTGAGE,1,8.0,DEBTCONSOLIDATION,A,5200,5.42,26.26855216496651,36 months,0.11,N,5,1,0
27,Female,Post PHD,0,40000,RENT,1,11.0,MEDICAL,A,20000,6.91,5.61219717519409,36 months,0.5,N,5,0,1
31,Male,Bachelor,0,65000,RENT,0,8.0,EDUCATION,B,7500,10.95,23.43397926994141,36 months,0.12,N,6,1,0
30,Female,PHD,0,84000,MORTGAGE,0,13.0,PERSONAL,B,12000,11.11,31.50031500315003,60 months,0.14,N,7,1,0
33,Female,Bachelor,0,25000,MORTGAGE,1,0.0,DEBTCONSOLIDATION,C,3000,12.53,37.02716312686987,60 months,0.12,Y,6,1,0
27,Female,PHD,1,53004,MORTGAGE,1,10.0,DEBTCONSOLIDATION,B,5600,11.86,42.30734847130342,60 months,0.11,N,6,0,0
27,Female,Others,0,66300,MORTGAGE,1,11.0,MEDICAL,D,21000,15.62,8.191860034101861,36 months,0.27,Y,10,1,1
28,Female,Post PHD,0,64049,MORTGAGE,0,7.0,PERSONAL,B,20000,12.69,8.525468098322833,36 months,0.31,N,8,1,0
28,Male,Primary,1,131040,MORTGAGE,1,0.0,MEDICAL,C,10000,13.35,34.68195853550949,36 months,0.08,Y,7,1,0
27,Male,Post PHD,1,35000,RENT,0,5.0,VENTURE,C,10000,13.48,9.252731758900246,36 months,0.29,Y,8,1,0
27,Male,Bachelor,1,235000,MORTGAGE,0,5.0,PERSONAL,C,28000,15.96,21.71315231853348,36 months,0.12,N,9,1,0
28,Female,Secondary,1,33600,MORTGAGE,0,12.0,MEDICAL,A,3000,5.42,31.872509960159373,36 months,0.09,N,5,1,0
28,Male,Master,0,145000,MORTGAGE,0,9.0,MEDICAL,B,25000,,,36 months,0.17,N,7,1,0
28,Female,Master,1,50400,RENT,1,8.0,EDUCATION,D,18500,16.02,7.044451795356811,36 months,0.37,N,5,1,1
27,Female,Bachelor,1,40000,RENT,1,1.0,MEDICAL,C,7200,13.22,24.534338259828452,60 months,0.18,N,6,1,0
31,Male,Primary,0,75000,RENT,0,1.0,PERSONAL,C,10000,13.47,19.82902969948004,36 months,0.13,N,5,1,0
32,Female,Others,0,103000,MORTGAGE,1,0.0,EDUCATION,E,33000,18.64,7.892478391466929,36 months,0.32,Y,10,1,1
30,Female,Bachelor,1,42564,RENT,0,3.0,MEDICAL,B,15000,10.75,7.686501128668172,36 months,0.35,N,6,1,1
27,Male,Bachelor,0,40000,MORTGAGE,1,4.0,HOMEIMPROVEMENT,C,8000,14.72,13.075313807531384,36 months,0.2,N,7,1,0
27,Male,Post PHD,1,80000,MORTGAGE,0,1.0,EDUCATION,B,20000,11.36,10.775862068965518,36 months,0.25,N,8,1,0
27,Male,Others,1,45150,RENT,0,1.0,VENTURE,C,18000,13.16,11.083127135619183,60 months,0.4,N,7,1,1
27,Female,Post PHD,1,35000,RENT,1,1.0,VENTURE,B,8000,12.21,11.696818465377419,36 months,0.23,N,8,1,0
30,Male,Bachelor,0,24000,RENT,1,0.0,PERSONAL,B,5000,10.59,13.021068812731713,36 months,0.21,N,9,1,0
27,Male,Secondary,0,112548,MORTGAGE,1,11.0,VENTURE,A,24000,,,36 months,0.21,N,5,1,0
29,Male,Bachelor,0,144000,MORTGAGE,0,13.0,VENTURE,A,16000,6.62,42.20596510973551,60 months,0.11,N,6,0,0
27,Female,Master,0,63000,OWN,1,2.0,EDUCATION,A,9500,8.07,18.409120794027267,36 months,0.15,N,8,1,0
29,Male,Post PHD,0,50004,MORTGAGE,0,1.0,MEDICAL,C,1500,13.11,147.36097604102198,60 months,0.03,N,8,1,0
28,Female,Others,0,50500,RENT,1,3.0,HOMEIMPROVEMENT,C,5200,12.53,25.890531755634395,36 months,0.1,N,8,1,0
33,Male,Master,0,21600,RENT,1,3.0,PERSONAL,B,10000,12.53,5.758464409490802,36 months,0.46,N,7,0,1
27,Female,PHD,1,120000,MORTGAGE,0,2.0,EDUCATION,A,7000,7.14,80.00213339022373,60 months,0.06,N,7,1,0
28,Female,Bachelor,0,110000,MORTGAGE,0,12.0,MEDICAL,B,15000,10.0,33.33333333333333,60 months,0.14,N,6,1,0
27,Male,Post PHD,1,100000,MORTGAGE,1,1.0,HOMEIMPROVEMENT,A,12000,6.03,23.57823257568613,36 months,0.12,N,7,1,0
32,Female,Secondary,1,56784,OWN,1,3.0,MEDICAL,D,12000,14.96,12.348643006263044,36 months,0.21,Y,5,1,0
27,Female,Primary,0,48000,RENT,1,2.0,HOMEIMPROVEMENT,A,4000,6.03,33.952654908988016,36 months,0.08,N,6,1,1
34,Female,Post PHD,1,97356,RENT,1,12.0,HOMEIMPROVEMENT,C,20000,13.22,12.89825119236884,36 months,0.21,Y,7,1,0
33,Male,Bachelor,1,53000,RENT,1,1.0,MEDICAL,C,12000,12.84,11.74228996809642,36 months,0.23,Y,5,0,0
35,Female,Master,1,64000,MORTGAGE,1,11.0,MEDICAL,A,14500,7.66,12.299256279346855,36 months,0.23,N,8,1,0
31,Male,Master,1,89000,RENT,1,1.0,MEDICAL,B,10000,10.99,24.056221281196514,36 months,0.11,N,5,1,0
31,Female,Bachelor,0,106000,MORTGAGE,0,15.0,DEBTCONSOLIDATION,B,2400,9.63,120.86107817203322,36 months,0.02,N,5,1,0
27,Male,Primary,0,120000,MORTGAGE,0,3.0,PERSONAL,B,14000,11.99,22.961233783628646,36 months,0.12,N,7,1,0
28,Male,Others,0,24000,RENT,1,0.0,EDUCATION,B,5000,11.86,12.873234400143035,36 months,0.21,N,8,1,0
29,Male,Bachelor,1,60000,MORTGAGE,1,13.0,MEDICAL,A,13500,7.51,12.401947105695596,36 months,0.23,N,5,1,0
28,Male,PHD,1,110000,MORTGAGE,1,1.0,MEDICAL,A,12000,8.94,25.24325316688085,36 months,0.11,N,7,1,0
28,Male,Master,0,85000,RENT,1,8.0,EDUCATION,B,8000,11.71,47.55617223167128,60 months,0.09,N,6,1,0
30,Female,Post PHD,1,265000,MORTGAGE,1,3.0,HOMEIMPROVEMENT,D,24000,14.96,28.814370215727205,36 months,0.09,Y,7,1,0
34,Female,Master,1,126000,MORTGAGE,1,2.0,HOMEIMPROVEMENT,B,9600,11.49,58.861781325679424,60 months,0.08,N,10,0,0
33,Female,Post PHD,1,86000,MORTGAGE,0,5.0,PERSONAL,D,15000,16.49,14.765215898360374,36 months,0.17,N,9,0,0
31,Male,PHD,1,49000,RENT,1,6.0,PERSONAL,A,5600,6.03,41.261907007450716,60 months,0.11,N,6,1,0
28,Female,Others,1,136092,MORTGAGE,1,2.0,VENTURE,C,8000,13.61,74.86796936889357,60 months,0.06,N,5,0,0
28,Female,Post PHD,1,66725,RENT,1,3.0,MEDICAL,D,9000,16.29,19.126035485997647,36 months,0.11,N,8,1,1
28,Female,PHD,1,33400,MORTGAGE,1,12.0,PERSONAL,A,16700,7.66,9.288500835965074,60 months,0.5,N,5,1,0
30,Female,PHD,1,70000,RENT,1,3.0,HOMEIMPROVEMENT,C,7200,,,60 months,0.1,Y,5,1,0
33,Female,Master,0,100000,MORTGAGE,0,1.0,EDUCATION,B,25000,10.39,10.870549868647522,36 months,0.25,N,9,1,0
33,Female,Master,1,96000,MORTGAGE,0,0.0,DEBTCONSOLIDATION,C,8000,13.72,52.76116778051353,60 months,0.08,N,5,0,0
32,Female,Others,0,32000,RENT,1,1.0,DEBTCONSOLIDATION,E,2600,,,36 months,0.08,Y,9,1,1
29,Female,Post PHD,0,38004,RENT,1,2.0,EDUCATION,C,1500,12.53,67.544654758731,36 months,0.04,N,8,1,1
31,Male,Post PHD,0,60000,MORTGAGE,0,9.0,MEDICAL,E,22000,16.63,7.0151917875488135,36 months,0.37,N,6,1,1
31,Female,Post PHD,0,135000,MORTGAGE,0,12.0,EDUCATION,C,15000,13.85,23.71541501976285,36 months,0.11,Y,9,1,0
29,Female,Post PHD,1,28000,RENT,1,0.0,MEDICAL,C,10000,12.84,7.444168734491315,36 months,0.36,Y,7,1,1
35,Male,Bachelor,0,37000,RENT,0,2.0,VENTURE,B,2000,11.26,49.88315657019594,36 months,0.05,N,8,0,0
34,Male,Master,0,160000,MORTGAGE,1,14.0,HOMEIMPROVEMENT,C,25000,13.49,28.196316856110677,60 months,0.16,Y,5,0,0
32,Male,Primary,1,26400,RENT,0,0.0,VENTURE,A,8000,7.51,9.20844572597898,36 months,0.3,N,6,0,0
30,Male,Others,0,130000,MORTGAGE,1,14.0,DEBTCONSOLIDATION,B,4000,,,36 months,0.03,N,8,1,0
31,Female,Others,0,238000,MORTGAGE,1,14.0,DEBTCONSOLIDATION,D,12000,14.09,52.15180997458148,36 months,0.05,Y,10,1,1
28,Female,PHD,1,42240,OWN,1,2.0,PERSONAL,B,12000,11.86,9.440371893438225,36 months,0.28,N,6,1,0
28,Female,PHD,1,90000,MORTGAGE,0,7.0,PERSONAL,A,12000,8.32,20.77178729689808,36 months,0.13,N,9,1,0
29,Female,Bachelor,1,74000,MORTGAGE,1,8.0,EDUCATION,B,25000,11.49,7.964839895954795,36 months,0.34,N,6,1,0
29,Female,Others,0,120000,RENT,0,1.0,MEDICAL,C,17500,12.87,18.225771747522433,36 months,0.15,N,5,0,0
28,Male,Bachelor,0,30000,MORTGAGE,0,4.0,PERSONAL,C,7500,11.78,10.735373054213632,36 months,0.25,N,9,0,0
30,Female,Post PHD,0,57000,MORTGAGE,0,6.0,HOMEIMPROVEMENT,A,4000,8.0,39.583333333333336,36 months,0.07,N,8,1,0
32,Male,Master,0,227500,RENT,0,3.0,HOMEIMPROVEMENT,C,25000,12.53,24.260197280725137,36 months,0.11,N,10,0,0
27,Female,Secondary,0,54000,MORTGAGE,0,0.0,DEBTCONSOLIDATION,D,12000,16.49,11.58897759464332,36 months,0.22,N,10,1,1
32,Female,Primary,1,78500,RENT,1,4.0,EDUCATION,B,15000,,,60 months,0.19,N,7,0,1
34,Female,Master,1,77000,RENT,1,3.0,DEBTCONSOLIDATION,D,35000,18.25,9.30232558139535,60 months,0.45,Y,10,0,1
34,Male,Master,1,84000,MORTGAGE,1,15.0,MEDICAL,B,9250,11.36,40.773532152842506,60 months,0.11,N,7,1,0
28,Male,Primary,0,66920,RENT,0,12.0,MEDICAL,C,5000,14.26,58.568177840014,60 months,0.07,N,6,1,0
29,Male,Master,0,30000,RENT,1,,PERSONAL,E,10200,17.99,7.478201043956866,36 months,0.34,N,5,0,1
30,Female,Master,1,71400,RENT,0,0.0,DEBTCONSOLIDATION,C,9600,12.61,33.02326613977444,60 months,0.13,Y,9,1,0
35,Female,Secondary,0,39996,MORTGAGE,0,0.0,MEDICAL,D,15000,14.42,6.991085474567384,36 months,0.38,N,6,0,1
31,Female,Others,1,60000,RENT,1,11.0,EDUCATION,B,15000,11.71,17.903500134276253,60 months,0.25,N,7,1,0
29,Female,Secondary,1,50000,RENT,0,4.0,VENTURE,C,5050,12.73,26.34877166417964,36 months,0.1,Y,7,1,0
30,Male,Secondary,1,200000,MORTGAGE,0,0.0,MEDICAL,A,10000,8.59,55.253706602817935,36 months,0.05,N,10,0,0
29,Male,Post PHD,1,27000,RENT,0,8.0,MEDICAL,A,5000,6.76,25.29037092544024,60 months,0.19,N,8,1,0
31,Female,Bachelor,0,78504,RENT,0,2.0,EDUCATION,C,10000,11.41,21.139215510277356,36 months,0.13,N,7,1,0
32,Male,Master,0,45000,MORTGAGE,1,,PERSONAL,B,7200,12.69,16.63856597746029,36 months,0.16,N,5,1,0
27,Female,Post PHD,0,24000,RENT,1,2.0,MEDICAL,A,1450,,,60 months,0.06,N,9,1,0
33,Female,Master,0,32004,RENT,0,3.0,PERSONAL,A,4000,8.32,22.15934268833087,36 months,0.12,N,9,1,0
27,Female,Master,0,20000,RENT,1,4.0,PERSONAL,C,3250,,,36 months,0.16,N,5,1,1
27,Female,Post PHD,1,120000,MORTGAGE,1,4.0,DEBTCONSOLIDATION,A,8400,7.14,66.66844449185311,60 months,0.07,N,6,1,0
30,Male,Post PHD,1,30000,MORTGAGE,1,3.0,DEBTCONSOLIDATION,A,5100,7.9,16.355012811426704,36 months,0.17,N,5,1,0
31,Male,Post PHD,0,80000,MORTGAGE,1,0.0,PERSONAL,B,15000,10.95,14.420910319963946,36 months,0.19,N,10,1,0
28,Male,PHD,1,45000,RENT,0,4.0,MEDICAL,C,9000,14.65,13.083296990841694,36 months,0.2,N,6,1,0
